Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL),
TokenChange,281Jt8fNrew3eXAScGNj1iksFGWcNQzTFTodcmwBiVTfxVMfZHUFE9szqcgzwSZJDqK4KxkUChTZrZMdTVLxXFqh,1647958703,2022-03-22T14:18:23,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,205.325697,81441.55935,81646.88504,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,29Js9iBJALwa1mMVgHrigCqrhSs3o8RMVosaFBX7Kr5PH8oMmUGXDPXJUgWpNyDX5EgZd8ua6vjB1Lh9s5Zdrkqu,1647958710,2022-03-22T14:18:30,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,201.5749898,81646.88504,81848.46003,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,ggiwDqB8a8iqUH7uzxxKABPPDf7hfteGBxe1URW1Rurnf5EzTyWgF7YCvzciso9jGmF8KqNNaw1FADewYNeM9CK,1647958724,2022-03-22T14:18:44,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,201.0886472,81848.46003,82049.54868,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,4EYAA6z8K5zG9iyMqX57BbP4V6JGwFYKtNKQFVsBPGnUoSts8seFLSsRWV2uaw8FwbK7CP9XW3kL8kqnk7cjVwVr,1647958729,2022-03-22T14:18:49,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,205.9648205,82049.54868,82255.5135,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,4gksxEZwyEQLWpXMV3doZX9bFNK4BthDHVGXEQQj1Yg6Ff5PuKGa72QYiehX5GS3aDubwtkJc9tiApVYcwvf7oK6,1647958735,2022-03-22T14:18:55,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,201.5342592,82255.5135,82457.04776,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,4nmEnVWzXLMQx3sDTkmUD17phszxExrAusiCchUYEzzFaZHPuUqa9UtjVCY1S2XoX4jctd5ybF4whw91gr7NaZVu,1647958740,2022-03-22T14:19:00,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,207.5587871,82457.04776,82664.60655,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,48PDKHe1P66q1p7oBa9m8LPqY2UGG5uLpDswNbx7YyP9wizwSZT4sdGPUe7NUjrC3HMG3ZvLS5wNzq5MaHrAzJvC,1647958749,2022-03-22T14:19:09,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,199.6016189,82664.60655,82864.20817,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,xDFFFKPetGqGeqjPMU4U9XCScvvywX1h8t6DzGy2xoj9yuYYWW5muehiudJqZBRw9ds6WrnWaYu8jyuWrXunvNF,1647958750,2022-03-22T14:19:10,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,178.3273226,82864.20817,83042.53549,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,w5v8ZVR4F7dhm7JK1hWPsHgudFSJz1v8S2FfVoje5K9JyRdW7aiLeiNHhE1mzcRnsRRKrZoB6NxW27R5PPGNfYj,1647958756,2022-03-22T14:19:16,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,205.3435228,83042.53549,83247.87901,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,23QF6ZvrwZEDkY3LY5ox4JV115LmfQtJnrxTk87K6FjTPsYhANgvH3kFj69VxsxkWpUnJyk47dYsC6daEc4xUwS5,1647958757,2022-03-22T14:19:17,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,206.4918938,83247.87901,83454.3709,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2CuJa5nm3QJeNjEtwgvKtkw4BiCm7Lkruj3XUPjUcyeTbQVGUPk3SiFW5bBV8yuGWHQxNWDzYApUnDmd2kJ2KBDm,1647958769,2022-03-22T14:19:29,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,198.2546248,83454.3709,83652.62553,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,3iqAm7bj2YDN9JLHG265Tx5vv6CVtAq3n8KtrZDUTkV5Vc4s1oEFhPQfHAGCHYSzZdRQS2LZ9rEuVLFudAa1acYH,1647958773,2022-03-22T14:19:33,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,200.6354166,83652.62553,83853.26095,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,woA7u3xv6j1bvBgi5Fx7GUhHdS8v9P2KMjRFYkf7As8DDu7vFXM88tXwhSCKkLpBFeubMX2oEk1SbxuicicXDoq,1647958781,2022-03-22T14:19:41,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,198.5627259,83853.26095,84051.82367,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,4jJKMBcaw8fD94gn2aXVoxtJb7Ts9hjiXXwAYBL4QKieLHrV59nfQbEYgnhuADqTEMKCjZSCBwWtZrhEhH9p8fow,1647958784,2022-03-22T14:19:44,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,198.9930516,84051.82367,84250.81672,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2t8WoXGqwqhNm6XquzWx99AVfqsT9iyTG9Nkj1CDedvbV5WMiC8QGKhod2bZhy96jcMTmwjfKiKhZRQaKtRzNKJL,1647958789,2022-03-22T14:19:49,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,201.0861076,84250.81672,84451.90283,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,5tv4N3PkhFbjm4hy8ZRWsLbfRNV3newYR7yhawuiZQgD74NuhEnch4FPrT8xFjQMw5Ka1R8sj3NzHznZefrSCgaf,1647958792,2022-03-22T14:19:52,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,207.9891128,84648.03638,84856.0255,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,wkdh5NrE4inFSa2KnLWdYqwM7QTnFUDatBsKYHvjVzEwYBTG95tpBaLy1eYFrRaYhCgXkhUh7c2NGJWka2cxAah,1647958792,2022-03-22T14:19:52,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,196.1335521,84451.90283,84648.03638,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,5GK4MRsN26SwRYuasNGfEagrLFSotiaJWiUXWGBKxGZ5sqE77ZBhyeBNPCRJhtSB3Au4ZXeyaN28s5w6cQTAToGJ,1647958800,2022-03-22T14:20:00,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,200.8136581,84856.0255,85056.83915,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2BTgFEvNBHSuv97YmEzGSVRaTeDYjhjZq3vpnikeyNEB47xqFoFpBxXQ6vgqpucbN2LsofVVQw6cNAVKVYeCFkAw,1647958808,2022-03-22T14:20:08,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,198.1986079,85253.57873,85451.77734,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,3dRRpdkuXX1fTG8xZRxM5EijUnrPvp2Zz4aZ3Psf57y6uFTePtKPd4oF9y8GVyqQe4LZenMWuA18zLT46qY4B4zR,1647958808,2022-03-22T14:20:08,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,196.7395799,85056.83915,85253.57873,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,56qc9mvksMtjXT3DfCmqTSL9fGc55RNGh3ExYzMtCPcY8LWsYMQ2yqgVXtU9eLfBvQpTAKC4Z2jieUJjhvKw1FAX,1647958823,2022-03-22T14:20:23,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,199.0363546,85451.77734,85650.8137,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2qrtzsRUpwwsT6GeTKoo3e6ixFmnX1kMhpZP8jFzXCLibXpo3T87sEqg85hnhNcDtfHY4uutvus7ajgY7CdY3PVM,1647958833,2022-03-22T14:20:33,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,196.2990797,85650.8137,85847.11278,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,5zr8BQ41ZrVUNSKfEpFDnY2jKDWSrbzqUGa5bpxJU1d8wbZnV3kbe1DVkjmKb3QmqoywDFcY6oZKPZT7D6FFwJZR,1647958834,2022-03-22T14:20:34,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,200.4469842,85847.11278,86047.55976,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2sCm7Ztfak2kip5GcskCqAZZZ3P1R42nkX4jxoPuJ8DEnWvhyTJYzGHNb8ETNetTSQMAqup7vMrdMJJEcJgKPCHr,1647958842,2022-03-22T14:20:42,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,199.5736023,86047.55976,86247.13336,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,28aXWWAhPK7JhG6WDxtyeEfdxw1bKNuYj8hainzCuXpYzQWZtvRxrvUi8mGhyFmYKyqxyEtBvxSnaiwWd4pjL63h,1647958848,2022-03-22T14:20:48,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,196.2379674,86247.13336,86443.37133,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,3WvMkQRjLn9TFDgxc94QkCAPcDJyAWBir15Kc93qALjEU9ZLaiApKwwwqg7EmS9FyZSJV2uEQZTCiqC3HTZ5g6Lt,1647958850,2022-03-22T14:20:50,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,197.1240632,86443.37133,86640.49539,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2b95238fqE4fhdjEsHYM6Nmbb2wKiL5aKyHYPoHXf3AYU9sXkFqdKEckZ9cahWEuHfPg3EToNpB9N2pNTipBUwui,1647958850,2022-03-22T14:20:50,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,198.4150405,86640.49539,86838.91043,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,3FWmoBwia6GyVvYt11gcbCwpgPQCtLoT7SdCv4KqGrEXKuuJDuRKMdgd7hVv3VFdhfQybgsb56EtMYLHYMKDcwGP,1647958851,2022-03-22T14:20:51,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,205.9979162,86838.91043,87044.90835,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,3tb7zpWH6ypYKD9nqqsZbwZcZS39LfSZFFBHvHXd6y7x1kzNH3w3xm2YjMgbLJQtZj7A6Lct8B2RDnNw2XM4G5eK,1647958858,2022-03-22T14:20:58,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,207.9432868,87044.90835,87252.85164,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2YaZkAfcaqFcR98frbKvnTXMTwAM7yfRJsN2G6irtnDFRFVBnivpLeFqXbFpwLhq1KWdoosZR9oPHh34AwGEPoXa,1647958866,2022-03-22T14:21:06,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,201.8550907,87252.85164,87454.70673,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,4wucdNWyxTBqN4qndnTNTevChpTw93wPksGo6QTBdZGVHyrTjavC7o4LyPGhhMfUgj48XeZa6yYaZX8FVzDuiBKe,1647958876,2022-03-22T14:21:16,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,200.9460572,87454.70673,87655.65278,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,oDEHGvbSeHT1o2dnd5ZbpS9AEcGD5oKdLpEcAqoFGnW98XVX1SFVzL9m8eqUDRiiExdW6fvuq3vkNaft8FNGcLf,1647958877,2022-03-22T14:21:17,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,207.7293937,87655.65278,87863.38218,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,3XaSU49ZiREbZyyEBJEyNg1R1RgE1J9xfGhAtwR9nn4FvRED8TjXTF8Xqx27MVqwuCi4xWHvNm3fwjjmvvSRmevC,1647958881,2022-03-22T14:21:21,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,196.2990797,87863.38218,88059.68126,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,vw95mptGFZTsTnUab4kP2Kpc58WK42C9WTcLjqYB5feVHtSrNP7dbgEyg7urPCPAdDBwviqx7m1arfH82VPPSLj,1647958886,2022-03-22T14:21:26,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,202.0206019,88059.68126,88261.70186,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,2yZFR8XmLoD7xaWA4uA1me6EP9vzE9Smm8dqtCzVhGFWSZYSWt8NF4ifdVLYSWsRgZqVd8DKvNSXr68FMSTkUiDc,1647958891,2022-03-22T14:21:31,0.000005,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,inc,202.0027761,88261.70186,88463.70464,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,35pWTFA32cvGp7TwVxykEDHRzjGvFF1oZfXFMpdVAkgNMuXgoXmYzPRdMikAivnWNXNfJgNn2xU4byshibCYdV3r,1647958935,2022-03-22T14:22:15,0.000005,FukM9GQaFg8VdozzxdjYG5FD9RcEQ1iqZCzkQJmXLuUX,dec,-1,1,0,GkWDBhFVCV9FnrVwGTA6Pe8vMfsgEMAHkTtXGX5vnrRj,Solana Puppy Pound #6559,,,,,
TokenChange,2bJ1maovAqLjk2znKE21jLG3UWWGbdn9F32nvBnpgenuDQgZF9xsm2GXyLREt8vDUy5gQuXT5AvRxXLXJ5aeRzNF,1647958991,2022-03-22T14:23:11,0.000005,5CWNSGwZavD6NxY6UmooT6BCUJHcvLc9T4cx9NVZZnj,dec,-1,1,0,B9Ws9j2fMHMaUjEnAaK33d6BMnTAxt3cAsJYLrqntmPm,Solana Puppy Pound #4222,,,,,
TokenChange,9wMoRYxzCszUH9HSv7GMvjcowsQ4MEEP3CpgeafoksGpsEVFLpxzNWS8pscPekUbMhZP4fJkA9ejPXJ2NkJyYdS,1647959269,2022-03-22T14:27:49,0.00001,8wnQZL5qVLacyeXucbch2KZQK1qr4MvD2uZyU5447qb1,inc,1,,1,GCuT6tibxEbNzDytguSbj86TznGN7SJRW8SsJ93qUvdb,Research Assistant #4411,,,,,
TokenChange,2cFbiZEvoX6xXyzVGsDdxq2CbTJikzD1kf4WwtUkyqMc4sN23MLAkeCUt8jaPbmDWWm2kVcqpQb1ViLWLQcWJf1U,1647959279,2022-03-22T14:27:59,0.00001,6gp5rLnR7ZUjhFBXE3bNhLUfGC3ECTa547T1AJKa1hMb,inc,1,,1,GSoGt5XuAKJYsiymAjVhTCwg1KXb9C9mjtZyxF3KRvDS,Research Assistant #3467,,,,,
TokenChange,3XA8eiE8PScGUEaWTYpKLNqWriMuAfmvrd24cWdM6SNj5XXWT9e7UDVPhnAoA8SXVoiY9EfvQvoa8Nyfs4wPmeqm,1647959293,2022-03-22T14:28:13,0.00001,7iedCiXaRh9fxUb2SWxkkWKsmygfob3cFLrtZYmqcuBN,inc,1,,1,CrTDR2b9cEgSBUZqk7rqLjiDukGaD3JD5a7HsFimBwwW,Research Assistant #4065,,,,,
TokenChange,5boJ3U2rsEeNqGKNZq82ULFjxKHc1kn1xbbamrErkzoRJoZVLbXUcYCRY8GFmuFCSZZspjcR6o6LGcLrRhdxLB45,1647959426,2022-03-22T14:30:26,0.000005,DiL9R8GfPngitqqvwqCXMgQHgb6TGCtwsTtM8JQnXBuE,inc,1,,1,Ai6mmaHRyY7S9Cys2x2DLTYC49hAUBfnRki3x2cLUhP6,Solana Puppy Pound #2896,,,,,
TokenChange,24w7DHQRgUdzTGozGQrTPtRtByqimFdBd1H2RQmiGggyQbmCQERDEowPGqacN8cGYnNHeUFZ8NBVRUWTjKiPDfL3,1647959551,2022-03-22T14:32:31,0.000005,HBimGFdAJcjYddhwsp86bT3Qfat38HACwKhwLQNqZwSQ,inc,1,,1,HuVaitFU6jhm1Ew3AxvuVYKLmkrgBecUxmK5zf71npUL,Solana Puppy Pound #8758,,,,,
SolTransfer,41FGAdh1P8x7mD78yiCBR5h6rFPRRmqrsXHFSkyTWyHzWGBf7ZdbKngw1MT7Zfwhj8FCoJL7iHWdUQCpnScYzU4K,1647961424,2022-03-22T15:03:44,0.000005,,,,,,,Solana,SOL,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,31.6740606,
SolTransfer,2T3cdt8zKpbgbj4R7mQ5iaGr17LjUtXjuJXEhB3E29AQ5sqCbJo1h86XXpMAgTHLtjJ21mKoTk3VGXCUxoNsani1,1647961535,2022-03-22T15:05:35,0.000005,,,,,,,Solana,SOL,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,GP8qfXi8iHpTX5PkF617rhHHhGNV9HoVFh9wyhDoa3zS,27,
SolTransfer,5jkYDm3QArWQiDUCKPZNNU9ycpQbC5Vi65apq46iEoA1C84DhNV9Kemof6CgG5qXRJDWxNGin2ENThxFw4cZEHEg,1647961940,2022-03-22T15:12:20,0.000005,,,,,,,Solana,SOL,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,GP8qfXi8iHpTX5PkF617rhHHhGNV9HoVFh9wyhDoa3zS,8,
TokenChange,24dopZefG5X81Ry419mj2sJr1PG7V3cte471e16LqXq1iqfeSM6pMcgWc8L6KimymKP21AGenyYG7JgN9xAy9Pfp,1647962148,2022-03-22T15:15:48,0.000005,3Bgd1Ux9RF2MgB9kpCBU741SWi5aGHiwh7BvzMdpTyrU,dec,-1,1,0,PGwoukRUoFD3Vr5ohd7fseywyMFnFttDRQex4yQWuTk,Solana Puppy Pound #8681,,,,,
TokenChange,5NWi1E7rWrsxBsZQ2qTHJ6KqHpSFTKrepTjmmrSnqwjQwUSBLdkZXRBn8iDLW5384YktC4xDVF5MBEXN4TYeBWjj,1647962154,2022-03-22T15:15:54,0.000005,HBimGFdAJcjYddhwsp86bT3Qfat38HACwKhwLQNqZwSQ,dec,-1,1,0,HuVaitFU6jhm1Ew3AxvuVYKLmkrgBecUxmK5zf71npUL,Solana Puppy Pound #8758,,,,,
TokenChange,5gRgf2MuTUsNxJiHQW7vMJwAzASbH9yjKBmwVFzW889tyjzkvvuKYXdxnThnfF8JzaYbt8p4QHU2cn4jD7CZWPPK,1647962174,2022-03-22T15:16:14,0.000005,Hpz39Q6HFNvpiFjBVDvTnT4DTcPFXssfTtzWgTHgdB1j,dec,-1,1,0,GuctvSr4yyUWpDskKmGoLHs9zbibaz9d4zvh3saKPDDx,Solana Puppy Pound #9248,,,,,
TokenChange,3UMu8SFPvcwGQA433FogyQiY98DN22N76gwwoY2qCAHcgEiYbmXXDgcoRVDagJQq8uP1zmpqg3EwNSxRHH1j4QfX,1647964643,2022-03-22T15:57:23,0.00001,Fo9rbT7A2zn9bCVfYbBniUrMfRF5hMoKJd9q7mfCw8jN,dec,-12000,88463.70464,76463.70464,14r8dWfzmUUBpw59w5swNRb5F1YWqmUnSPgD6djUs1Jj,Solana Puppy Pound Treats,TREATS,,,,
TokenChange,4bbJZZYET5LFCH7YqtV6eHWDV46A3ZhyiMYAqCicsWL2hwYYSKAazyDFXLCg89QbQBZ2yH9SW4sFcKH3mD3M1vK4,1647964661,2022-03-22T15:57:41,0.00001,G5KowawkEKwWxJH2bdKZNy9eiJyHsyJUxY6bBanj2akH,inc,1,,1,E7Gu9sr7mWBvLySPemE1AdhxHGVKLf3xQ2v54X929SGV,Research Assistant #1124,,,,,
TokenChange,3FfBeHuSE6zqd2oiUaZPjQSNUb6YB2N96nb9s2q7Pqx9ZwxcUSrsBQHVUmNELumV9owdg7sHkCBh2pYCUMHbUJHj,1647964673,2022-03-22T15:57:53,0.00001,BnHuWLEsZTKt2ZD7HGbqXiWBCZbPK458ipsPYiu9Ka66,inc,1,,1,AjpPcUH6WTD7AZWuZoUqvLRhJtvRyramKwcsdTvCc1px,Research Assistant #354,,,,,
TokenChange,4rFAmzSPKtuDATi8ahJTE4JaxkTQn3xtxikenVEPzaRQxFkDYPHb1cneSohAbUTugSZWbiiKGcSHLLoWbf5nYJJc,1647964689,2022-03-22T15:58:09,0.00001,CPzbcSVE3hPnWp79Aw4z6nxszN7EHWoV7uhJgudEqpwS,inc,1,,1,FZp2W5XeFRxdMdiXcG4royMoTjuZDy8JAuw5SbHxFBPq,Research Assistant #2331,,,,,
TokenChange,4KNhuu4P6PL6fm9oj2XSMukqw6mLBNEvHFZQjF5sZkaFWkRBA4LCSohVGdDESiAursJVDk3EDsWfryLiTveVz4Vy,1647965645,2022-03-22T16:14:05,0.000005,2uGNEnW1x2BCRxYrzBV6SPWzaEPEhmq8b9PhbxLYgkuU,dec,-1,1,0,6hfyBBBF2LRqC3vTqF54DKLHyUMoJBwdqNtTFKSDNRXr,Solana Puppy Pound #2093,,,,,
TokenChange,4BGikSFsNfyBnJ73kMzttPQu2wSppoHi1e2oKcuPdViYsnk2MSjHZb6EjM1PH9y6wc1tsqQhokDv2GB1PrtcbijV,1647965660,2022-03-22T16:14:20,0.000005,DiL9R8GfPngitqqvwqCXMgQHgb6TGCtwsTtM8JQnXBuE,dec,-1,1,0,Ai6mmaHRyY7S9Cys2x2DLTYC49hAUBfnRki3x2cLUhP6,Solana Puppy Pound #2896,,,,,
TokenChange,u23pn4gEamvMKA6DCwT6WGWAsozps3KnHUYxY1pw2275MPi2Nz1uNNZLsRNtp59gqzWwHjVvSwZfSQxKMLcEPpv,1647965673,2022-03-22T16:14:33,0.000005,3MhPXGgweU4TWZhG5PG2JDG5v7CnaLTLMSfGvpAr4hX5,dec,-1,1,0,2Ukt4j9p6NwQL4LobpojtrrHHdKx1LLPt7YQj97QH4YF,Solana Puppy Pound #6879,,,,,
TokenChange,3XkgqmUGMvZbt4K3ZihxDji9pbQSkY2YEV4PtGSMa8ma2zme5HPyQx99zEV8aaQL9zn33QN4VLTGwpkrFN7DvjTv,1647965673,2022-03-22T16:14:33,0.000005,4my7mZgjF8wT3LgPv6KgwMNSABxdMUPqAQSoY5tg4jWy,dec,-1,1,0,4RnwL4RvA2WrgpwXmUZvCKdU3tXnbWKEntF6ZpoPfWg3,Solana Puppy Pound #7847,,,,,
TokenChange,1ff5PNWCB6vc8FkxQbg97kfKV2JnfLE51PjK2sr373ngmkiPUgtpTi1KfzwG5wDXETsCA588MN5AHSvWqPQRfAr,1647965678,2022-03-22T16:14:38,0.000005,6kTuoGho1aaLyjbG8SFzRe2tzc86nfseGMn2D697JA9b,dec,-1,1,0,FmY2BegFXW2NUNTpqmowrqJXyqYz3Y5odtDVPoRmsM85,Solana Puppy Pound #9501,,,,,
TokenChange,4nkw3ksyBktzGDkuuyMrA2uEUdwo7epEd1x5EZB9DUzv3gQbaP3VNzCK9bV4pjBxM7wd9xc12gVv5gaMB3P47Myj,1647965695,2022-03-22T16:14:55,0.000005,EB31L1VYdfXGZGgbKRrV3BhzPdohPZo7CChCDVARw3FZ,dec,-1,1,0,8mpjio9Sj1prDtVk963Gt8y7bbru27UaXgg4ahNnHvwM,Solana Puppy Pound #9753,,,,,
